,phen,male_count,female_count,combined_count
3303,H200,34,37,71
3304,H201,334,230,564
3305,H202,78,41,119
3306,H203,1,1,2
3307,H204,11,9,20
3308,H205,37,21,58
3309,H206,187,102,289
3310,H208,42,49,91
3311,H209,130,132,262
3312,H210,24,17,41
3313,H211,17,11,28
3314,H212,6,10,16
3315,H213,1,0,1
3316,H214,6,5,11
3317,H215,28,52,80
3318,H218,75,71,146
3319,H219,8,10,18
3320,H220,3,1,4
3321,H221,639,740,1379
3322,H228,9,6,15
3323,H229,829,1009,1838
3324,H231,69,49,118
3325,H232,13,9,22
3326,H233,1,1,2
3327,H234,4,3,7
3328,H235,7,7,14
3329,H236,37,27,64
3330,H238,6,2,8
3331,H239,3,5,8
3332,H241,1,0,1
3333,H248,1,0,1
3334,H249,2,0,2
3335,H250,796,1041,1837
3336,H251,2641,3203,5844
3337,H252,3,7,10
3338,H258,774,1035,1809
3339,H259,1267,1614,2881
3340,H260,22,37,59
3341,H261,59,20,79
3342,H262,61,43,104
3343,H263,6,6,12
3344,H264,621,745,1366
3345,H265,1,0,1
3346,H266,0,1,1
3347,H268,239,315,554
3348,H269,5891,7359,13250
3349,H270,58,52,110
3350,H271,30,12,42
3351,H278,46,51,97
3352,H279,3,1,4
3353,H280,5,11,16
3354,H281,3,2,5
3355,H282,3,2,5
3356,H288,1,0,1
3357,H289,29,34,63
3358,H300,0,1,1
3359,H301,2,0,2
3360,H302,2,7,9
3361,H303,1,1,2
3362,H308,1,4,5
3363,H309,15,13,28
3364,H310,38,41,79
3365,H311,11,15,26
3366,H312,2,3,5
3367,H313,13,5,18
3368,H314,4,2,6
3369,H318,22,28,50
3370,H319,2,4,6
3371,H320,0,3,3
3372,H328,0,2,2
3373,H330,810,500,1310
3374,H331,40,34,74
3375,H332,558,330,888
3376,H333,500,406,906
3377,H334,30,32,62
3378,H335,94,51,145
3379,H336,6,0,6
3380,H338,2,1,3
3381,H341,16,16,32
3382,H342,72,46,118
3383,H348,224,161,385
3384,H349,16,7,23
3385,H350,126,101,227
3386,H351,2,5,7
3387,H352,34,30,64
3388,H353,1017,1513,2530
3389,H354,88,68,156
3390,H355,39,44,83
3391,H356,56,49,105
3392,H357,41,51,92
3393,H358,473,381,854
3394,H359,49,59,108
3395,H360,895,463,1358
3396,H368,2,4,6
3397,H400,510,515,1025
3398,H401,643,511,1154
3399,H402,254,461,715
3400,H403,15,3,18
3401,H404,12,11,23
3402,H405,75,53,128
3403,H406,3,3,6
3404,H408,37,39,76
3405,H409,1449,1379,2828
3406,H412,18,14,32
3407,H418,1,4,5
3408,H422,1,0,1
3409,H424,0,1,1
3410,H425,2,1,3
3411,H426,0,2,2
3412,H428,4,5,9
3413,H430,8,1,9
3414,H431,292,194,486
3415,H432,26,10,36
3416,H433,129,137,266
3417,H438,309,393,702
3418,H439,19,24,43
3419,H440,41,34,75
3420,H441,15,10,25
3421,H442,99,117,216
3422,H443,2,1,3
3423,H444,27,22,49
3424,H445,11,4,15
3425,H447,5,3,8
3426,H448,7,9,16
3427,H449,8,12,20
3428,H450,3,3,6
3429,H451,0,1,1
3430,H458,1,0,1
3431,H46,37,73,110
3432,H463,8,40,48
3433,H468,3,1,4
3434,H470,31,33,64
3435,H471,19,39,58
3436,H472,37,36,73
3437,H473,59,78,137
3438,H474,3,0,3
3439,H475,2,4,6
3440,H477,1,0,1
3441,H480,0,1,1
3442,H481,33,20,53
3443,H482,25,49,74
3444,H483,4,1,5
3445,H488,5,2,7
3446,H490,46,35,81
3447,H491,28,28,56
3448,H492,53,58,111
3449,H494,3,8,11
3450,H498,6,5,11
3451,H499,10,13,23
3452,H500,53,118,171
3453,H501,142,168,310
3454,H502,29,28,57
3455,H503,3,2,5
3456,H504,10,8,18
3457,H505,16,24,40
3458,H506,4,4,8
3459,H508,8,10,18
3460,H509,110,139,249
3461,H510,0,1,1
3462,H511,68,55,123
3463,H512,12,3,15
3464,H513,7,1,8
3465,H518,3,6,9
3466,H519,5,3,8
3467,H520,94,178,272
3468,H521,647,742,1389
3469,H522,86,117,203
3470,H523,108,110,218
3471,H524,192,145,337
3472,H525,2,1,3
3473,H527,18,22,40
3474,H528,2,3,5
3475,H529,1,1,2
3476,H530,264,342,606
3477,H531,136,279,415
3478,H532,363,337,700
3479,H533,5,2,7
3480,H534,200,162,362
3481,H535,5,1,6
3482,H538,323,377,700
3483,H539,143,215,358
3484,H540,118,112,230
3485,H541,12,17,29
3486,H542,4,9,13
3487,H543,6,0,6
3488,H544,168,112,280
3489,H545,7,11,18
3490,H546,12,8,20
3491,H547,95,114,209
3492,H548,0,1,1
3493,H549,162,133,295
3494,H55,128,77,205
3495,H551,13,5,18
3496,H552,1,0,1
3497,H553,26,9,35
3498,H554,12,4,16
3499,H557,2,0,2
3500,H558,11,4,15
3501,H561,2,6,8
3502,H562,21,16,37
3503,H564,2,1,3
3504,H568,19,28,47
3505,H569,0,1,1
3506,H570,32,49,81
3507,H571,64,101,165
3508,H578,50,76,126
3509,H579,49,73,122
3510,H581,5,5,10
3511,H582,29,15,44
3512,H588,57,35,92
3513,H590,5,6,11
3514,H592,0,1,1
3515,H594,6,0,6
3516,H598,84,84,168
3517,H599,12,14,26
3518,H600,10,9,19
3519,H601,48,60,108
3520,H602,8,3,11
3521,H603,19,22,41
3522,H604,10,10,20
3523,H605,10,20,30
3524,H608,19,19,38
3525,H609,122,121,243
3526,H610,178,130,308
3527,H611,17,51,68
3528,H612,168,144,312
3529,H613,32,28,60
3530,H618,56,35,91
3531,H619,26,26,52
3532,H620,3,9,12
3533,H621,2,0,2
3534,H622,0,3,3
3535,H623,0,1,1
3536,H624,0,1,1
3537,H626,4,1,5
3538,H628,1,0,1
3539,H650,8,15,23
3540,H651,6,7,13
3541,H652,37,30,67
3542,H653,286,285,571
3543,H654,59,40,99
3544,H659,153,139,292
3545,H660,7,9,16
3546,H661,13,16,29
3547,H662,11,5,16
3548,H663,97,108,205
3549,H664,9,11,20
3550,H669,203,210,413
3551,H680,1,2,3
3552,H681,8,4,12
3553,H690,3,1,4
3554,H698,23,28,51
3555,H699,36,67,103
3556,H700,1,8,9
3557,H701,4,9,13
3558,H702,1,1,2
3559,H708,4,5,9
3560,H709,25,23,48
3561,H71,194,181,375
3562,H720,67,75,142
3563,H721,12,9,21
3564,H722,11,20,31
3565,H728,47,40,87
3566,H729,255,303,558
3567,H730,3,0,3
3568,H731,4,5,9
3569,H738,152,154,306
3570,H739,12,14,26
3571,H740,32,38,70
3572,H741,13,10,23
3573,H742,5,16,21
3574,H743,30,42,72
3575,H744,58,31,89
3576,H748,40,43,83
3577,H749,27,18,45
3578,H750,0,1,1
3579,H758,0,1,1
3580,H800,3,6,9
3581,H801,2,1,3
3582,H802,0,3,3
3583,H808,0,3,3
3584,H809,87,134,221
3585,H810,227,317,544
3586,H811,121,169,290
3587,H812,49,47,96
3588,H813,12,15,27
3589,H814,3,9,12
3590,H818,11,13,24
3591,H819,17,24,41
3592,H830,298,345,643
3593,H831,3,2,5
3594,H832,4,3,7
3595,H833,9,1,10
3596,H838,10,9,19
3597,H839,4,10,14
3598,H900,31,25,56
3599,H901,47,52,99
3600,H902,108,130,238
3601,H903,98,90,188
3602,H904,38,32,70
3603,H905,133,123,256
3604,H906,31,25,56
3605,H907,16,16,32
3606,H908,25,20,45
3607,H910,3,2,5
3608,H911,18,17,35
3609,H912,7,9,16
3610,H913,12,11,23
3611,H918,28,34,62
3612,H919,1771,1404,3175
3613,H920,99,163,262
3614,H921,105,89,194
3615,H922,9,7,16
3616,H930,0,1,1
3617,H931,265,246,511
3618,H932,6,8,14
3619,H933,4,10,14
3620,H938,10,24,34
3621,H939,18,21,39
3622,H940,2,0,2
3623,H948,1,0,1
3624,H950,10,11,21
3625,H951,32,21,53
3626,H958,3,6,9
3627,H959,3,4,7
3628,HES,8291,9197,17488
3629,I00,5,9,14
3630,I010,0,2,2
3631,I011,2,2,4
3632,I019,2,2,4
3633,I050,23,65,88
3634,I051,22,29,51
3635,I052,17,33,50
3636,I058,5,5,10
3637,I059,69,80,149
3638,I060,12,8,20
3639,I061,5,5,10
3640,I062,4,3,7
3641,I068,1,0,1
3642,I069,6,2,8
3643,I070,4,1,5
3644,I071,196,175,371
3645,I078,2,2,4
3646,I079,3,1,4
3647,I080,321,240,561
3648,I081,515,345,860
3649,I082,64,57,121
3650,I083,300,155,455
3651,I088,73,43,116
3652,I089,6,11,17
3653,I090,1,0,1
3654,I091,1,1,2
3655,I099,5,24,29
3656,I10,40238,33684,73922
3657,I110,24,14,38
3658,I119,81,51,132
3659,I120,718,428,1146
3660,I129,125,72,197
3661,I130,2,1,3
3662,I131,4,2,6
3663,I132,8,3,11
3664,I139,8,1,9
3665,I150,8,4,12
3666,I151,51,26,77
3667,I152,2,7,9
3668,I158,7,1,8
3669,I159,19,10,29
3670,I200,2948,1380,4328
3671,I201,66,125,191
3672,I208,630,322,952
3673,I209,9477,4883,14360
3674,I210,1213,280,1493
3675,I211,1482,357,1839
3676,I212,185,44,229
3677,I213,92,17,109
3678,I214,990,394,1384
3679,I219,2348,763,3111
3680,I220,68,10,78
3681,I221,111,17,128
3682,I228,50,8,58
3683,I229,281,64,345
3684,I230,1,0,1
3685,I231,1,2,3
3686,I232,6,3,9
3687,I235,1,1,2
3688,I236,4,1,5
3689,I238,32,2,34
3690,I240,172,33,205
3691,I241,17,7,24
3692,I248,458,124,582
3693,I249,502,243,745
3694,I250,45,14,59
3695,I251,12816,4071,16887
3696,I252,5952,1898,7850
3697,I253,70,35,105
3698,I254,41,22,63
3699,I255,240,40,280
3700,I256,6,2,8
3701,I258,4586,1298,5884
3702,I259,7969,3428,11397
3703,I260,23,22,45
3704,I269,1986,1591,3577
3705,I270,211,194,405
3706,I271,0,3,3
3707,I272,275,215,490
3708,I278,24,24,48
3709,I279,74,56,130
3710,I280,3,5,8
3711,I281,3,5,8
3712,I288,21,15,36
3713,I289,7,1,8
3714,I300,1,3,4
3715,I301,30,12,42
3716,I308,3,3,6
3717,I309,96,37,133
3718,I310,15,11,26
3719,I311,19,2,21
3720,I312,4,1,5
3721,I313,371,345,716
3722,I318,9,1,10
3723,I319,329,104,433
3724,I320,1,0,1
3725,I321,0,1,1
3726,I328,4,2,6
3727,I330,163,55,218
3728,I339,9,4,13
3729,I340,1353,915,2268
3730,I341,326,233,559
3731,I342,14,28,42
3732,I348,6,10,16
3733,I349,28,32,60
3734,I350,1195,653,1848
3735,I351,468,261,729
3736,I352,244,105,349
3737,I358,110,53,163
3738,I359,97,54,151
3739,I361,78,41,119
3740,I368,2,1,3
3741,I369,2,1,3
3742,I370,7,5,12
3743,I371,71,38,109
3744,I372,1,0,1
3745,I378,0,1,1
3746,I379,1,1,2
3747,I38,202,194,396
3748,I391,1,0,1
3749,I393,1,0,1
3750,I394,1,1,2
3751,I400,10,8,18
3752,I401,1,0,1
3753,I408,1,1,2
3754,I409,9,3,12
3755,I418,2,0,2
3756,I420,468,195,663
3757,I421,86,47,133
3758,I422,107,63,170
3759,I424,2,5,7
3760,I425,4,5,9
3761,I426,47,4,51
3762,I427,8,10,18
3763,I428,34,76,110
3764,I429,321,174,495
3765,I430,4,4,8
3766,I431,11,9,20
3767,I438,3,3,6
3768,I440,886,303,1189
3769,I441,355,144,499
3770,I442,455,202,657
3771,I443,85,44,129
3772,I444,19,9,28
3773,I445,2,1,3
3774,I446,46,34,80
3775,I447,1134,790,1924
3776,I450,5,4,9
3777,I451,1249,502,1751
3778,I452,76,19,95
3779,I453,68,14,82
3780,I454,30,25,55
3781,I455,87,45,132
3782,I456,105,91,196
3783,I458,33,31,64
3784,I459,99,49,148
3785,I460,498,209,707
3786,I461,5,1,6
3787,I469,270,137,407
3788,I470,17,30,47
3789,I471,1103,1157,2260
3790,I472,672,193,865
3791,I479,59,50,109
3792,I48,10048,4849,14897
3793,I480,523,389,912
3794,I481,86,55,141
3795,I482,35,16,51
3796,I483,16,8,24
3797,I484,14,5,19
3798,I489,4,0,4
3799,I490,263,69,332
3800,I491,71,51,122
3801,I492,3,1,4
3802,I493,297,195,492
3803,I494,125,120,245
3804,I495,278,188,466
3805,I498,218,147,365
3806,I499,517,420,937
3807,I500,1598,731,2329
3808,I501,2556,982,3538
3809,I509,1116,571,1687
3810,I510,25,31,56
3811,I511,28,8,36
3812,I512,1,1,2
3813,I513,48,16,64
3814,I514,42,33,75
3815,I515,7,3,10
3816,I516,41,19,60
3817,I517,1955,965,2920
3818,I518,1180,408,1588
3819,I519,467,210,677
3820,I528,0,2,2
3821,I600,6,10,16
3822,I601,25,60,85
3823,I602,50,81,131
3824,I603,14,60,74
3825,I604,5,20,25
3826,I605,2,2,4
3827,I606,6,21,27
3828,I607,6,22,28
3829,I608,21,31,52
3830,I609,174,260,434
3831,I610,40,20,60
3832,I611,60,34,94
3833,I612,27,13,40
3834,I613,16,13,29
3835,I614,24,17,41
3836,I615,45,42,87
3837,I616,11,8,19
3838,I618,26,32,58
3839,I619,258,167,425
3840,I620,201,81,282
3841,I621,5,6,11
3842,I629,55,38,93
3843,I630,23,6,29
3844,I631,6,3,9
3845,I632,92,45,137
3846,I633,113,73,186
3847,I634,64,48,112
3848,I635,271,141,412
3849,I636,4,2,6
3850,I638,114,64,178
3851,I639,1584,894,2478
3852,I64,614,329,943
3853,I650,28,14,42
3854,I651,9,4,13
3855,I652,672,290,962
3856,I653,18,4,22
3857,I658,5,6,11
3858,I659,2,3,5
3859,I660,16,9,25
3860,I661,2,1,3
3861,I662,4,2,6
3862,I663,8,2,10
3863,I664,5,11,16
3864,I668,3,3,6
3865,I669,23,6,29
3866,I670,23,14,37
3867,I671,117,225,342
3868,I672,149,107,256
3869,I673,2,1,3
3870,I674,3,5,8
3871,I675,0,1,1
3872,I676,3,2,5
3873,I677,6,6,12
3874,I678,637,475,1112
3875,I679,660,388,1048
3876,I680,9,19,28
3877,I688,0,1,1
3878,I690,54,51,105
3879,I691,56,45,101
3880,I692,13,17,30
3881,I693,198,94,292
3882,I694,565,381,946
3883,I698,46,26,72
3884,I700,97,63,160
3885,I7000,95,66,161
3886,I7001,2,0,2
3887,I701,51,17,68
3888,I7010,26,23,49
3889,I7011,1,0,1
3890,I702,351,103,454
3891,I7020,318,90,408
3892,I7021,58,7,65
3893,I708,28,21,49
3894,I7080,14,8,22
3895,I709,40,15,55
3896,I7090,24,5,29
3897,I710,86,33,119
3898,I711,10,5,15
3899,I712,198,85,283
3900,I713,74,14,88
3901,I714,817,121,938
3902,I715,3,1,4
3903,I716,12,7,19
3904,I718,2,2,4
3905,I719,226,53,279
3906,I720,25,43,68
3907,I721,12,3,15
3908,I722,22,10,32
3909,I723,97,10,107
3910,I724,134,38,172
3911,I725,4,1,5
3912,I726,1,2,3
3913,I728,52,47,99
3914,I729,19,14,33
3915,I73,0,1,1
3916,I730,346,806,1152
3917,I731,11,1,12
3918,I738,28,14,42
3919,I739,1846,766,2612
3920,I740,19,9,28
3921,I741,19,6,25
3922,I742,56,50,106
3923,I743,420,126,546
3924,I744,10,7,17
3925,I745,113,45,158
3926,I748,32,21,53
3927,I749,22,15,37
3928,I770,33,29,62
3929,I771,629,221,850
3930,I772,17,3,20
3931,I773,1,6,7
3932,I774,3,2,5
3933,I775,1,1,2
3934,I776,115,124,239
3935,I778,70,41,111
3936,I779,165,76,241
3937,I780,28,49,77
3938,I781,257,284,541
3939,I788,16,17,33
3940,I789,1,6,7
3941,I792,60,16,76
3942,I798,5,6,11
3943,I800,115,123,238
3944,I801,229,132,361
3945,I802,1581,1137,2718
3946,I803,147,114,261
3947,I808,78,90,168
3948,I809,82,88,170
3949,I81,103,61,164
3950,I820,3,8,11
3951,I821,0,2,2
3952,I822,40,38,78
3953,I823,19,8,27
3954,I828,102,111,213
3955,I829,54,41,95
3956,I830,125,87,212
3957,I831,241,218,459
3958,I832,36,25,61
3959,I839,2891,5620,8511
3960,I840,67,52,119
3961,I841,1085,1007,2092
3962,I842,1711,1862,3573
3963,I843,131,81,212
3964,I844,186,195,381
3965,I845,359,437,796
3966,I846,1144,1995,3139
3967,I847,117,95,212
3968,I848,1529,1326,2855
3969,I849,5535,5550,11085
3970,I850,60,25,85
3971,I859,322,166,488
3972,I860,1,0,1
3973,I861,210,0,210
3974,I862,3,13,16
3975,I863,0,16,16
3976,I864,96,35,131
3977,I868,37,40,77
3978,I870,6,1,7
3979,I871,79,66,145
3980,I872,127,84,211
3981,I878,58,60,118
3982,I879,7,8,15
3983,I880,5,8,13
3984,I881,1,4,5
3985,I888,8,8,16
3986,I889,25,30,55
3987,I890,163,332,495
3988,I891,47,54,101
3989,I898,68,39,107
3990,I899,15,28,43
3991,I950,18,30,48
3992,I951,958,613,1571
3993,I952,150,86,236
3994,I958,40,29,69
3995,I959,2059,1886,3945
3996,I970,5,2,7
3997,I971,45,14,59
3998,I972,1,69,70
3999,I978,27,22,49
4000,I979,3,2,5
4001,I982,189,69,258
4002,I983,27,7,34
4003,I988,1,2,3
4004,I99,89,66,155
4005,J00,153,241,394
4006,J010,15,17,32
4007,J011,2,7,9
4008,J012,7,7,14
4009,J013,1,1,2
4010,J014,4,5,9
4011,J018,4,7,11
4012,J019,36,56,92
4013,J020,5,6,11
4014,J023,0,1,1
4015,J025,0,2,2
4016,J028,11,12,23
4017,J029,341,429,770
4018,J030,4,0,4
4019,J038,3,1,4
4020,J039,212,261,473
4021,J040,50,71,121
4022,J041,15,10,25
4023,J042,1,3,4
4024,J050,1,1,2
4025,J051,37,21,58
4026,J060,4,4,8
4027,J069,310,453,763
4028,J088,0,1,1
4029,J09,5,1,6
4030,J091,1,1,2
4031,J100,29,42,71
4032,J101,87,91,178
4033,J108,3,0,3
4034,J110,15,10,25
4035,J111,58,64,122
4036,J118,4,2,6
4037,J120,0,1,1
4038,J121,14,7,21
4039,J122,10,6,16
4040,J123,2,2,4
4041,J128,4,3,7
4042,J129,15,12,27
4043,J13,143,110,253
4044,J131,2,1,3
4045,J132,38,26,64
4046,J138,1,0,1
4047,J14,61,39,100
4048,J141,8,10,18
4049,J142,0,1,1
4050,J150,50,13,63
4051,J151,54,48,102
4052,J152,48,20,68
4053,J153,3,1,4
4054,J154,37,30,67
4055,J155,16,8,24
4056,J156,16,8,24
4057,J157,45,27,72
4058,J158,16,9,25
4059,J159,29,6,35
4060,J168,7,2,9
4061,J170,34,10,44
4062,J171,6,10,16
4063,J172,24,19,43
4064,J173,35,19,54
4065,J179,0,1,1
4066,J180,182,120,302
4067,J181,3549,2800,6349
4068,J182,7,9,16
4069,J183,181,461,642
4070,J184,1,0,1
4071,J185,2,1,3
4072,J188,30,17,47
4073,J189,2398,1713,4111
4074,J201,1,0,1
4075,J202,0,1,1
4076,J204,1,0,1
4077,J205,1,0,1
4078,J206,1,0,1
4079,J208,13,24,37
4080,J209,58,64,122
4081,J210,2,1,3
4082,J212,0,1,1
4083,J219,17,26,43
4084,J22,3970,3558,7528
4085,J232,0,1,1
4086,J241,0,1,1
4087,J279,1,0,1
4088,J292,1,0,1
4089,J300,13,6,19
4090,J301,434,492,926
4091,J302,8,3,11
4092,J303,47,63,110
4093,J304,78,88,166
4094,J310,357,333,690
4095,J311,11,7,18
4096,J312,28,33,61
4097,J320,215,218,433
4098,J321,13,23,36
4099,J322,49,56,105
4100,J323,10,6,16
4101,J324,51,41,92
4102,J328,69,68,137
4103,J329,711,766,1477
4104,J330,638,312,950
4105,J331,8,2,10
4106,J338,339,213,552
4107,J339,1045,480,1525
4108,J340,58,54,112
4109,J341,50,44,94
4110,J342,2120,1160,3280
4111,J343,868,586,1454
4112,J348,1227,986,2213
4113,J350,136,208,344
4114,J351,109,92,201
4115,J352,13,19,32
4116,J353,0,1,1
4117,J358,79,103,182
4118,J359,30,30,60
4119,J36,219,130,349
4120,J370,47,34,81
4121,J380,102,95,197
4122,J381,146,133,279
4123,J382,51,53,104
4124,J383,312,235,547
4125,J384,60,87,147
4126,J385,23,32,55
4127,J386,11,23,34
4128,J387,225,193,418
4129,J388,2,1,3
4130,J389,5,9,14
4131,J390,13,10,23
4132,J391,5,3,8
4133,J392,228,222,450
4134,J393,2,3,5
4135,J398,84,72,156
4136,J399,14,12,26
4137,J40,280,359,639
4138,J402,4,1,5
4139,J404,5,2,7
4140,J410,12,11,23
4141,J411,6,5,11
4142,J412,1,0,1
4143,J418,2,0,2
4144,J42,132,131,263
4145,J430,2,2,4
4146,J431,2,2,4
4147,J432,47,32,79
4148,J438,13,8,21
4149,J439,1073,761,1834
4150,J440,1427,1082,2509
4151,J441,590,499,1089
4152,J448,313,366,679
4153,J449,4445,3526,7971
4154,J450,266,362,628
4155,J451,10,10,20
4156,J458,6,7,13
4157,J459,9730,14555,24285
4158,J46,90,135,225
4159,J47,897,1203,2100
4160,J475,0,1,1
4161,J486,0,1,1
4162,J501,0,1,1
4163,J539,2,1,3
4164,J563,0,1,1
4165,J573,1,1,2
4166,J60,18,3,21
4167,J61,201,6,207
4168,J614,0,1,1
4169,J628,9,0,9
4170,J634,3,1,4
4171,J635,0,1,1
4172,J64,20,3,23
4173,J660,1,1,2
4174,J663,0,1,1
4175,J668,1,0,1
4176,J670,3,2,5
4177,J672,10,9,19
4178,J674,0,1,1
4179,J676,0,1,1
4180,J677,1,0,1
4181,J678,4,2,6
4182,J679,21,39,60
4183,J680,4,1,5
4184,J681,0,1,1
4185,J682,1,0,1
4186,J683,1,0,1
4187,J684,3,0,3
4188,J688,2,0,2
4189,J690,490,254,744
4190,J691,2,0,2
4191,J698,21,10,31
4192,J700,16,2,18
4193,J701,7,16,23
4194,J702,0,1,1
4195,J703,2,0,2
4196,J704,5,9,14
4197,J708,2,0,2
4198,J709,1,1,2
4199,J723,2,0,2
4200,J741,4,3,7
4201,J748,1,0,1
4202,J749,10,10,20
4203,J80,110,59,169
4204,J81,254,202,456
4205,J82,27,34,61
4206,J840,6,3,9
4207,J841,600,340,940
4208,J848,20,33,53
4209,J849,163,147,310
4210,J850,12,2,14
4211,J851,19,10,29
4212,J852,29,17,46
4213,J853,0,3,3
4214,J860,30,16,46
4215,J869,184,111,295
4216,J90,3173,2416,5589
4217,J91,123,111,234
4218,J920,386,24,410
4219,J929,436,61,497
4220,J930,27,10,37
4221,J931,118,54,172
4222,J938,59,34,93
4223,J939,426,228,654
4224,J940,3,1,4
4225,J941,28,9,37
4226,J942,47,33,80
4227,J948,117,48,165
4228,J949,5,10,15
4229,J950,66,23,89
4230,J951,0,1,1
4231,J952,3,1,4
4232,J953,2,1,3
4233,J955,1,6,7
4234,J958,118,113,231
4235,J959,16,11,27
4236,J960,214,108,322
4237,J9600,17,15,32
4238,J9601,16,9,25
4239,J9609,6,4,10
4240,J961,93,74,167
4241,J9610,4,0,4
4242,J9611,16,7,23
4243,J9619,2,2,4
4244,J969,972,666,1638
4245,J9690,114,81,195
4246,J9691,94,99,193
4247,J9699,26,5,31
4248,J980,141,122,263
4249,J981,1319,1080,2399
4250,J982,20,8,28
4251,J984,516,440,956
4252,J985,36,22,58
4253,J986,41,22,63
4254,J988,89,75,164
4255,J989,41,44,85
4256,J990,15,19,34
4257,J991,19,36,55
4258,J998,59,68,127
4259,K000,8,14,22
4260,K001,5,7,12
4261,K002,1,2,3
4262,K003,1,0,1
4263,K005,0,1,1
4264,K006,42,62,104
4265,K007,1,0,1
4266,K008,5,4,9
4267,K009,13,13,26
4268,K010,27,39,66
4269,K011,637,804,1441
4270,K020,0,2,2
4271,K021,13,13,26
4272,K022,2,0,2
4273,K028,38,53,91
4274,K029,1386,1322,2708
4275,K030,1,1,2
4276,K031,1,0,1
4277,K032,1,3,4
4278,K033,7,8,15
4279,K034,1,1,2
4280,K035,1,1,2
4281,K036,8,8,16
4282,K038,6,3,9
4283,K039,5,3,8
4284,K040,14,28,42
4285,K041,0,1,1
4286,K043,1,1,2
4287,K044,25,31,56
4288,K045,169,256,425
4289,K046,69,101,170
4290,K047,384,504,888
4291,K048,154,192,346
4292,K049,52,84,136
4293,K050,5,9,14
4294,K051,38,38,76
4295,K052,29,31,60
4296,K053,181,301,482
4297,K054,5,6,11
