,phen,male_count,female_count,combined_count
9480,S4240,63,118,181
9481,S4241,15,10,25
9482,S427,3,1,4
9483,S4270,29,8,37
9484,S4271,2,1,3
9485,S428,3,3,6
9486,S4280,7,8,15
9487,S429,9,9,18
9488,S4290,29,27,56
9489,S430,218,104,322
9490,S431,56,13,69
9491,S432,5,0,5
9492,S433,3,8,11
9493,S434,16,15,31
9494,S435,14,3,17
9495,S437,4,2,6
9496,S438,1,0,1
9497,S439,0,1,1
9498,S440,2,0,2
9499,S441,0,1,1
9500,S442,8,9,17
9501,S443,3,4,7
9502,S444,4,7,11
9503,S445,0,1,1
9504,S446,2,1,3
9505,S448,0,1,1
9506,S449,2,1,3
9507,S451,1,1,2
9508,S454,2,5,7
9509,S455,1,0,1
9510,S456,7,8,15
9511,S458,3,1,4
9512,S459,2,2,4
9513,S460,68,43,111
9514,S461,14,4,18
9515,S462,62,5,67
9516,S463,11,5,16
9517,S467,3,1,4
9518,S468,8,4,12
9519,S469,7,4,11
9520,S47,2,0,2
9521,S471,10,12,22
9522,S472,75,58,133
9523,S473,0,1,1
9524,S474,2,5,7
9525,S476,1,1,2
9526,S478,1,0,1
9527,S480,0,1,1
9528,S481,1,1,2
9529,S482,0,4,4
9530,S491,0,4,4
9531,S493,0,5,5
9532,S497,2,0,2
9533,S498,11,8,19
9534,S499,59,61,120
9535,S500,41,32,73
9536,S501,13,14,27
9537,S502,0,2,2
9538,S507,8,8,16
9539,S508,27,33,60
9540,S509,102,55,157
9541,S510,112,65,177
9542,S517,22,24,46
9543,S518,61,42,103
9544,S519,94,50,144
9545,S520,45,52,97
9546,S5200,219,378,597
9547,S5201,45,13,58
9548,S521,32,46,78
9549,S5210,102,173,275
9550,S5211,6,5,11
9551,S522,6,2,8
9552,S5220,37,20,57
9553,S5221,9,2,11
9554,S523,3,5,8
9555,S5230,21,8,29
9556,S5231,1,0,1
9557,S524,3,7,10
9558,S5240,16,21,37
9559,S5241,8,3,11
9560,S525,126,360,486
9561,S5250,655,2669,3324
9562,S5251,16,39,55
9563,S526,15,49,64
9564,S5260,117,481,598
9565,S5261,13,37,50
9566,S527,5,7,12
9567,S5270,20,29,49
9568,S5271,8,2,10
9569,S528,16,16,32
9570,S5280,35,72,107
9571,S5281,1,4,5
9572,S529,1,3,4
9573,S5290,2,4,6
9574,S530,2,6,8
9575,S531,31,57,88
9576,S5310,2,1,3
9577,S5311,0,1,1
9578,S532,9,9,18
9579,S533,18,9,27
9580,S534,9,4,13
9581,S535,0,1,1
9582,S538,0,1,1
9583,S540,20,11,31
9584,S541,11,9,20
9585,S542,17,4,21
9586,S543,3,1,4
9587,S547,4,0,4
9588,S548,4,0,4
9589,S549,3,1,4
9590,S550,9,1,10
9591,S551,5,3,8
9592,S552,1,0,1
9593,S557,1,0,1
9594,S559,2,1,3
9595,S560,0,4,4
9596,S561,35,8,43
9597,S562,29,9,38
9598,S563,14,9,23
9599,S564,35,15,50
9600,S565,13,3,16
9601,S567,8,3,11
9602,S568,23,9,32
9603,S569,1,0,1
9604,S570,1,0,1
9605,S571,34,16,50
9606,S573,7,3,10
9607,S574,2,0,2
9608,S575,2,1,3
9609,S576,1,1,2
9610,S577,1,0,1
9611,S578,3,2,5
9612,S579,9,4,13
9613,S580,0,1,1
9614,S597,1,0,1
9615,S598,2,3,5
9616,S599,21,17,38
9617,S600,12,23,35
9618,S601,4,5,9
9619,S602,25,25,50
9620,S603,0,4,4
9621,S604,4,10,14
9622,S606,1,0,1
9623,S607,12,7,19
9624,S608,106,65,171
9625,S609,82,71,153
9626,S610,1085,554,1639
9627,S611,300,129,429
9628,S617,59,54,113
9629,S618,299,177,476
9630,S619,276,148,424
9631,S620,16,9,25
9632,S6200,51,39,90
9633,S621,9,1,10
9634,S6210,14,9,23
9635,S6211,2,0,2
9636,S622,23,5,28
9637,S6220,79,20,99
9638,S6221,3,1,4
9639,S623,51,24,75
9640,S6230,182,145,327
9641,S6231,20,8,28
9642,S624,6,1,7
9643,S6240,31,20,51
9644,S6241,0,1,1
9645,S625,31,10,41
9646,S6250,104,52,156
9647,S6251,53,16,69
9648,S626,132,70,202
9649,S6260,383,252,635
9650,S6261,209,68,277
9651,S627,7,7,14
9652,S6270,18,23,41
9653,S6271,21,3,24
9654,S628,16,19,35
9655,S6280,40,103,143
9656,S6281,4,2,6
9657,S630,27,10,37
9658,S631,140,78,218
9659,S6311,1,0,1
9660,S632,6,4,10
9661,S633,18,12,30
9662,S634,74,72,146
9663,S635,15,14,29
9664,S636,52,45,97
9665,S637,4,3,7
9666,S640,39,30,69
9667,S641,27,35,62
9668,S642,37,28,65
9669,S643,57,31,88
9670,S644,204,123,327
9671,S647,7,3,10
9672,S648,0,1,1
9673,S649,2,1,3
9674,S650,16,11,27
9675,S651,24,14,38
9676,S652,1,1,2
9677,S654,4,3,7
9678,S655,34,8,42
9679,S657,1,2,3
9680,S658,3,2,5
9681,S659,3,1,4
9682,S660,50,26,76
9683,S661,144,97,241
9684,S662,152,45,197
9685,S663,309,107,416
9686,S664,1,2,3
9687,S665,2,3,5
9688,S666,37,15,52
9689,S667,35,10,45
9690,S668,45,20,65
9691,S669,24,13,37
9692,S670,101,20,121
9693,S678,10,2,12
9694,S680,31,6,37
9695,S681,245,73,318
9696,S682,43,7,50
9697,S683,2,1,3
9698,S688,1,0,1
9699,S697,13,13,26
9700,S698,17,7,24
9701,S699,76,72,148
9702,S700,34,35,69
9703,S701,44,34,78
9704,S703,0,1,1
9705,S707,5,4,9
9706,S708,23,17,40
9707,S709,97,70,167
9708,S710,8,7,15
9709,S711,48,22,70
9710,S717,5,2,7
9711,S718,2,0,2
9712,S720,65,103,168
9713,S7200,462,898,1360
9714,S7201,1,3,4
9715,S721,17,13,30
9716,S7210,183,202,385
9717,S7211,0,2,2
9718,S722,6,2,8
9719,S7220,50,55,105
9720,S7221,1,0,1
9721,S723,14,6,20
9722,S7230,65,74,139
9723,S7231,11,2,13
9724,S724,12,11,23
9725,S7240,51,74,125
9726,S7241,11,7,18
9727,S7270,4,1,5
9728,S728,1,4,5
9729,S7280,9,17,26
9730,S729,3,7,10
9731,S7290,18,11,29
9732,S7291,1,2,3
9733,S730,23,28,51
9734,S731,5,9,14
9735,S740,2,4,6
9736,S741,0,1,1
9737,S748,0,1,1
9738,S749,0,2,2
9739,S750,4,3,7
9740,S751,1,1,2
9741,S757,0,1,1
9742,S759,2,1,3
9743,S760,3,5,8
9744,S761,225,25,250
9745,S7610,0,1,1
9746,S762,2,4,6
9747,S763,8,5,13
9748,S764,15,12,27
9749,S767,3,1,4
9750,S797,0,1,1
9751,S798,16,10,26
9752,S799,82,77,159
9753,S800,55,67,122
9754,S801,53,43,96
9755,S807,13,17,30
9756,S808,86,87,173
9757,S809,233,185,418
9758,S810,120,92,212
9759,S817,17,17,34
9760,S818,118,95,213
9761,S819,81,79,160
9762,S820,28,23,51
9763,S8200,82,154,236
9764,S8201,11,18,29
9765,S821,51,51,102
9766,S8210,172,276,448
9767,S8211,12,5,17
9768,S822,70,41,111
9769,S8220,184,149,333
9770,S8221,53,27,80
9771,S823,38,35,73
9772,S8230,172,177,349
9773,S8231,34,28,62
9774,S824,34,33,67
9775,S8240,137,154,291
9776,S8241,2,0,2
9777,S825,23,22,45
9778,S8250,95,127,222
9779,S8251,13,8,21
9780,S826,39,79,118
9781,S8260,233,407,640
9782,S8261,3,7,10
9783,S827,6,1,7
9784,S8270,13,17,30
9785,S8271,3,1,4
9786,S828,95,238,333
9787,S8280,472,1185,1657
9788,S8281,27,37,64
9789,S829,4,2,6
9790,S8290,4,9,13
9791,S8291,2,3,5
9792,S830,2,6,8
9793,S831,2,4,6
9794,S832,257,145,402
9795,S833,7,7,14
9796,S834,20,13,33
9797,S835,87,55,142
9798,S836,48,40,88
9799,S837,14,5,19
9800,S840,1,1,2
9801,S841,7,1,8
9802,S848,1,0,1
9803,S849,2,0,2
9804,S850,2,1,3
9805,S851,3,3,6
9806,S852,1,0,1
9807,S854,2,0,2
9808,S858,2,0,2
9809,S859,5,0,5
9810,S860,378,143,521
9811,S861,16,13,29
9812,S862,14,4,18
9813,S863,1,6,7
9814,S867,1,0,1
9815,S868,42,19,61
9816,S869,25,14,39
9817,S878,5,1,6
9818,S880,1,0,1
9819,S881,1,0,1
9820,S889,3,1,4
9821,S897,2,0,2
9822,S898,22,23,45
9823,S899,94,90,184
9824,S900,11,8,19
9825,S901,7,4,11
9826,S902,3,2,5
9827,S903,19,11,30
9828,S907,2,2,4
9829,S908,23,36,59
9830,S909,55,59,114
9831,S910,20,25,45
9832,S911,37,25,62
9833,S912,10,4,14
9834,S913,82,66,148
9835,S917,2,1,3
9836,S920,54,11,65
9837,S9200,173,78,251
9838,S9201,5,0,5
9839,S921,8,6,14
9840,S9210,24,24,48
9841,S9211,2,4,6
9842,S922,11,8,19
9843,S9220,36,29,65
9844,S9221,1,0,1
9845,S923,25,24,49
9846,S9230,100,159,259
9847,S9231,4,0,4
9848,S924,4,5,9
9849,S9240,23,17,40
9850,S9241,19,5,24
9851,S925,16,12,28
9852,S9250,23,33,56
9853,S9251,11,7,18
9854,S927,8,5,13
9855,S9270,17,18,35
9856,S9271,4,2,6
9857,S929,4,1,5
9858,S9290,5,3,8
9859,S9291,3,1,4
9860,S930,26,23,49
9861,S931,29,45,74
9862,S932,5,5,10
9863,S933,10,10,20
9864,S934,33,77,110
9865,S9340,0,1,1
9866,S936,1,6,7
9867,S941,0,1,1
9868,S942,0,2,2
9869,S943,0,1,1
9870,S947,1,0,1
9871,S950,1,0,1
9872,S957,1,0,1
9873,S958,1,2,3
9874,S959,1,0,1
9875,S960,2,4,6
9876,S961,13,17,30
9877,S962,1,0,1
9878,S967,2,1,3
9879,S968,7,8,15
9880,S969,10,10,20
9881,S970,2,0,2
9882,S971,7,1,8
9883,S978,9,3,12
9884,S981,6,2,8
9885,S982,1,0,1
9886,S983,1,0,1
9887,S997,1,1,2
9888,S998,10,11,21
9889,S999,42,37,79
9890,SCOT,10,10,20
9891,SMR,531,547,1078
9892,T000,1,1,2
9893,T001,0,1,1
9894,T002,12,7,19
9895,T003,20,14,34
9896,T006,9,2,11
9897,T008,12,7,19
9898,T009,10,9,19
9899,T010,1,0,1
9900,T012,17,10,27
9901,T013,12,5,17
9902,T016,2,1,3
9903,T018,10,3,13
9904,T019,3,1,4
9905,T0200,2,0,2
9906,T0210,4,1,5
9907,T022,0,1,1
9908,T0220,1,5,6
9909,T0230,0,1,1
9910,T0231,0,1,1
9911,T024,6,12,18
9912,T0240,16,42,58
9913,T0241,0,2,2
9914,T025,4,2,6
9915,T0250,10,12,22
9916,T0251,1,2,3
9917,T0260,1,2,3
9918,T0270,1,1,2
9919,T028,8,2,10
9920,T0280,6,2,8
9921,T029,1,0,1
9922,T0290,2,0,2
9923,T032,1,0,1
9924,T033,1,2,3
9925,T034,1,0,1
9926,T038,0,1,1
9927,T041,1,0,1
9928,T048,1,0,1
9929,T054,2,1,3
9930,T055,1,0,1
9931,T058,4,0,4
9932,T060,0,1,1
9933,T062,0,1,1
9934,T063,1,1,2
9935,T064,5,2,7
9936,T065,0,1,1
9937,T068,2,0,2
9938,T07,2,0,2
9939,T071,1,0,1
9940,T08,5,2,7
9941,T081,1,2,3
9942,T08X0,3,3,6
9943,T090,17,8,25
9944,T091,1,1,2
9945,T092,7,2,9
9946,T093,11,2,13
9947,T094,1,0,1
9948,T098,1,1,2
9949,T099,7,4,11
9950,T10,2,2,4
9951,T102,5,0,5
9952,T10X0,0,1,1
9953,T110,23,15,38
9954,T111,12,11,23
9955,T112,0,1,1
9956,T113,1,0,1
9957,T114,1,0,1
9958,T118,1,1,2
9959,T119,6,1,7
9960,T12,0,1,1
9961,T121,2,0,2
9962,T122,2,1,3
9963,T123,6,8,14
9964,T124,13,8,21
9965,T125,1,0,1
9966,T128,4,0,4
9967,T130,28,23,51
9968,T131,7,6,13
9969,T132,2,5,7
9970,T134,0,1,1
9971,T135,4,3,7
9972,T138,3,1,4
9973,T139,5,5,10
9974,T140,63,51,114
9975,T141,16,13,29
9976,T142,2,0,2
9977,T1420,1,0,1
9978,T143,0,4,4
9979,T144,6,2,8
9980,T145,3,1,4
9981,T146,12,6,18
9982,T147,1,1,2
9983,T149,15,9,24
9984,T150,10,0,10
9985,T151,6,2,8
9986,T158,3,0,3
9987,T159,5,3,8
9988,T16,26,14,40
9989,T164,1,0,1
9990,T170,1,0,1
9991,T171,2,1,3
9992,T172,70,94,164
9993,T173,8,6,14
9994,T174,2,2,4
9995,T175,16,17,33
9996,T178,13,11,24
9997,T179,41,32,73
9998,T180,5,11,16
9999,T181,187,89,276
10000,T182,7,6,13
10001,T183,4,4,8
10002,T184,1,1,2
10003,T185,39,4,43
10004,T188,2,0,2
10005,T189,21,9,30
10006,T190,5,2,7
10007,T191,10,5,15
10008,T192,1,14,15
10009,T198,3,0,3
10010,T199,1,0,1
10011,T200,17,7,24
10012,T201,35,6,41
10013,T202,860,39,899
10014,T203,30,5,35
10015,T204,2,0,2
10016,T205,1,0,1
10017,T207,1,0,1
10018,T208,3,0,3
10019,T209,59,4,63
10020,T210,16,21,37
10021,T211,9,6,15
10022,T212,72,21,93
10023,T213,17,13,30
10024,T214,2,0,2
10025,T216,2,0,2
10026,T219,4,0,4
10027,T220,12,10,22
10028,T221,6,6,12
10029,T222,24,24,48
10030,T223,18,19,37
10031,T224,0,2,2
10032,T227,4,0,4
10033,T229,1,6,7
10034,T230,31,15,46
10035,T231,7,6,13
10036,T232,39,11,50
10037,T233,25,11,36
10038,T234,2,0,2
10039,T235,1,0,1
10040,T236,3,0,3
10041,T237,2,0,2
10042,T240,17,14,31
10043,T241,5,8,13
10044,T242,67,22,89
10045,T243,69,20,89
10046,T245,2,0,2
10047,T246,2,0,2
10048,T247,3,0,3
10049,T249,8,8,16
10050,T250,7,6,13
10051,T251,1,2,3
10052,T252,21,19,40
10053,T253,16,9,25
10054,T254,1,0,1
10055,T256,1,0,1
10056,T259,2,3,5
10057,T260,1,1,2
10058,T261,6,0,6
10059,T262,6,1,7
10060,T263,2,0,2
10061,T264,3,1,4
10062,T266,2,2,4
10063,T269,2,0,2
10064,T270,2,0,2
10065,T271,2,1,3
10066,T272,21,18,39
10067,T273,4,12,16
10068,T277,1,0,1
10069,T279,3,8,11
10070,T280,1,3,4
10071,T281,0,1,1
10072,T282,3,2,5
10073,T286,1,0,1
10074,T287,1,0,1
10075,T288,0,1,1
10076,T290,3,2,5
10077,T291,2,1,3
10078,T292,2,1,3
10079,T293,10,1,11
10080,T294,1,0,1
10081,T298,0,1,1
10082,T300,3,3,6
10083,T309,1,5,6
10084,T310,149,89,238
10085,T311,9,8,17
10086,T312,6,2,8
10087,T313,4,6,10
10088,T314,2,0,2
10089,T315,0,1,1
10090,T316,0,1,1
10091,T317,1,1,2
10092,T318,1,5,6
10093,T320,5,3,8
10094,T328,1,0,1
10095,T331,1,1,2
10096,T337,1,0,1
10097,T338,1,0,1
10098,T340,0,1,1
10099,T346,1,0,1
10100,T348,1,0,1
10101,T354,1,0,1
10102,T355,1,1,2
10103,T360,9,22,31
10104,T361,0,4,4
10105,T362,1,1,2
10106,T363,2,7,9
10107,T364,4,3,7
10108,T365,0,1,1
10109,T366,0,1,1
10110,T367,1,0,1
10111,T368,3,2,5
10112,T369,2,0,2
10113,T370,1,2,3
10114,T371,1,0,1
10115,T372,1,5,6
10116,T375,1,2,3
10117,T378,6,10,16
10118,T380,4,1,5
10119,T381,4,17,21
10120,T383,50,33,83
10121,T384,0,1,1
10122,T385,2,2,4
10123,T386,0,9,9
10124,T387,0,3,3
10125,T388,0,10,10
10126,T389,0,1,1
10127,T390,101,98,199
10128,T391,484,700,1184
10129,T392,1,0,1
10130,T393,151,241,392
10131,T394,2,0,2
10132,T398,23,36,59
10133,T399,7,15,22
10134,T400,2,0,2
10135,T401,7,2,9
10136,T402,197,247,444
10137,T403,5,2,7
10138,T404,41,49,90
10139,T405,10,0,10
10140,T406,33,30,63
10141,T407,2,0,2
10142,T408,1,0,1
10143,T409,1,1,2
10144,T410,1,0,1
10145,T412,3,0,3
10146,T413,2,8,10
10147,T414,0,3,3
10148,T415,1,2,3
10149,T420,14,7,21
10150,T421,20,16,36
10151,T422,0,10,10
10152,T423,3,28,31
10153,T424,172,297,469
10154,T425,0,3,3
10155,T426,125,205,330
10156,T427,14,20,34
10157,T428,5,10,15
10158,T430,129,206,335
10159,T431,3,8,11
10160,T432,228,334,562
10161,T433,42,65,107
10162,T434,14,13,27
10163,T435,55,87,142
10164,T436,16,11,27
10165,T438,1,5,6
10166,T439,5,183,188
10167,T440,0,1,1
10168,T441,1,2,3
10169,T442,0,1,1
10170,T443,10,19,29
10171,T444,1,2,3
10172,T446,9,2,11
10173,T447,57,52,109
10174,T449,5,7,12
10175,T450,21,52,73
10176,T451,18,19,37
10177,T452,12,15,27
10178,T453,0,1,1
10179,T454,4,3,7
10180,T455,29,21,50
10181,T456,0,1,1
10182,T458,2,1,3
10183,T459,1,1,2
10184,T460,6,6,12
10185,T461,26,15,41
10186,T462,10,10,20
10187,T463,11,6,17
10188,T464,48,26,74
10189,T465,16,8,24
10190,T466,38,24,62
10191,T467,2,3,5
10192,T468,2,0,2
10193,T469,5,2,7
10194,T470,5,5,10
10195,T471,28,18,46
10196,T472,3,6,9
10197,T474,1,7,8
10198,T475,1,0,1
10199,T476,3,4,7
10200,T478,5,2,7
10201,T479,0,1,1
10202,T481,0,1,1
10203,T482,0,1,1
10204,T483,0,2,2
10205,T484,1,2,3
10206,T485,1,6,7
10207,T486,6,6,12
10208,T490,3,7,10
10209,T491,0,1,1
10210,T493,0,1,1
10211,T494,2,2,4
10212,T496,1,0,1
10213,T497,2,1,3
10214,T498,0,1,1
10215,T499,0,1,1
10216,T500,3,1,4
10217,T501,6,6,12
10218,T502,7,8,15
10219,T503,1,1,2
10220,T504,13,2,15
10221,T505,1,0,1
10222,T506,7,5,12
10223,T507,0,2,2
10224,T508,7,5,12
10225,T509,100,134,234
10226,T510,333,395,728
10227,T511,2,2,4
10228,T512,0,5,5
10229,T513,0,1,1
10230,T518,1,0,1
10231,T519,57,65,122
10232,T520,3,0,3
10233,T521,117,25,142
10234,T522,11,2,13
10235,T523,1,1,2
10236,T524,1,0,1
10237,T525,60,18,78
10238,T526,10,2,12
10239,T528,10,1,11
10240,T529,2,2,4
10241,T531,2,2,4
10242,T534,1,0,1
10243,T541,15,2,17
10244,T542,3,2,5
10245,T543,1,2,3
10246,T548,6,1,7
10247,T549,5,8,13
10248,T55,4,4,8
10249,T552,2,1,3
10250,T553,0,1,1
10251,T556,1,0,1
10252,T558,2,1,3
10253,T561,9,2,11
10254,T562,2,0,2
10255,T565,1,0,1
10256,T568,13,22,35
10257,T569,1,0,1
10258,T572,0,1,1
10259,T573,0,1,1
10260,T578,5,6,11
10261,T58,28,17,45
10262,T591,13,31,44
10263,T592,33,49,82
10264,T593,1,0,1
10265,T594,12,21,33
10266,T597,1,0,1
10267,T598,49,23,72
10268,T599,10,10,20
10269,T600,1,2,3
10270,T601,0,3,3
10271,T602,1,1,2
10272,T603,2,0,2
10273,T604,0,4,4
10274,T608,1,0,1
10275,T609,0,3,3
10276,T612,1,2,3
10277,T618,0,1,1
10278,T619,1,0,1
10279,T620,1,1,2
10280,T622,12,2,14
10281,T624,5,0,5
10282,T625,7,20,27
10283,T628,4,1,5
10284,T629,11,5,16
10285,T630,3,0,3
10286,T634,57,38,95
10287,T636,0,1,1
10288,T639,2,5,7
10289,T642,2,4,6
10290,T644,1,1,2
10291,T645,2,1,3
10292,T648,0,1,1
10293,T650,1,0,1
10294,T652,6,9,15
10295,T653,2,0,2
10296,T656,1,1,2
10297,T658,4,4,8
10298,T659,13,9,22
10299,T66,16,10,26
10300,T670,1,2,3
10301,T671,6,4,10
10302,T674,1,1,2
10303,T675,2,0,2
10304,T676,69,26,95
10305,T678,9,2,11
10306,T679,8,5,13
10307,T68,67,35,102
10308,T684,0,1,1
10309,T686,3,2,5
10310,T691,14,12,26
10311,T692,2,0,2
10312,T698,1,2,3
10313,T699,0,2,2
10314,T700,2,1,3
10315,T702,5,7,12
10316,T703,16,4,20
10317,T704,1,1,2
10318,T705,1,1,2
10319,T71,6,10,16
10320,T711,0,2,2
10321,T718,0,1,1
10322,T721,1,1,2
10323,T722,0,1,1
10324,T723,73,67,140
10325,T728,2,9,11
10326,T730,1,0,1
10327,T731,1,1,2
10328,T733,4,1,5
10329,T738,0,1,1
10330,T739,1,0,1
10331,T741,3,4,7
10332,T743,2,0,2
10333,T744,6,13,19
10334,T746,3,1,4
10335,T748,9,4,13
10336,T751,8,5,13
10337,T753,1,3,4
10338,T754,16,14,30
10339,T772,2,0,2
10340,T773,2,4,6
10341,T774,2,1,3
10342,T778,0,1,1
10343,T779,0,1,1
10344,T780,26,40,66
10345,T781,23,48,71
10346,T782,98,105,203
10347,T783,105,93,198
10348,T784,131,229,360
10349,T788,7,11,18
10350,T789,5,4,9
10351,T790,1,1,2
10352,T791,43,21,64
10353,T792,6,3,9
10354,T793,118,83,201
10355,T794,11,4,15
10356,T795,11,8,19
10357,T796,63,22,85
10358,T797,54,29,83
10359,T798,21,33,54
10360,T799,2,4,6
10361,T800,1,0,1
10362,T801,29,18,47
10363,T802,42,60,102
10364,T805,1,0,1
10365,T806,1,2,3
10366,T808,47,52,99
10367,T809,6,9,15
10368,T810,2261,2572,4833
10369,T811,29,29,58
10370,T812,563,868,1431
10371,T813,659,632,1291
10372,T814,1970,2088,4058
10373,T815,48,74,122
10374,T816,5,4,9
10375,T817,47,38,85
10376,T818,923,948,1871
10377,T819,49,52,101
10378,T820,63,37,100
10379,T821,159,63,222
10380,T822,59,12,71
10381,T823,89,15,104
10382,T824,33,15,48
10383,T825,155,111,266
10384,T826,24,13,37
10385,T827,518,359,877
10386,T828,738,295,1033
10387,T829,27,15,42
10388,T830,361,98,459
10389,T831,114,85,199
10390,T832,15,3,18
10391,T833,0,124,124
10392,T834,18,88,106
10393,T835,92,65,157
10394,T836,5,29,34
10395,T838,110,127,237
10396,T839,20,14,34
10397,T840,794,951,1745
10398,T841,278,498,776
10399,T842,89,125,214
10400,T843,36,43,79
10401,T844,54,67,121
10402,T845,275,217,492
10403,T846,183,140,323
10404,T847,65,43,108
10405,T848,677,926,1603
10406,T849,24,26,50
10407,T850,16,18,34
10408,T851,24,30,54
10409,T852,87,103,190
10410,T853,70,67,137
10411,T854,0,253,253
10412,T855,242,192,434
10413,T856,167,142,309
10414,T857,237,278,515
10415,T858,212,237,449
10416,T859,24,41,65
10417,T860,44,23,67
10418,T861,51,33,84
10419,T862,3,7,10
10420,T863,1,1,2
10421,T864,16,6,22
10422,T867,2,0,2
10423,T868,67,68,135
10424,T869,3,4,7
10425,T870,0,2,2
10426,T871,1,0,1
10427,T872,12,7,19
10428,T873,22,37,59
10429,T874,49,10,59
10430,T875,17,2,19
10431,T876,60,20,80
10432,T877,11,8,19
10433,T878,5,5,10
10434,T879,2,2,4
10435,T881,1,3,4
10436,T882,4,8,12
10437,T883,3,3,6
10438,T884,96,111,207
10439,T885,30,44,74
10440,T886,41,71,112
10441,T887,81,129,210
10442,T888,40,38,78
10443,T889,11,3,14
10444,T900,3,10,13
10445,T901,10,15,25
10446,T902,109,50,159
10447,T903,3,5,8
10448,T904,69,18,87
10449,T905,62,20,82
10450,T908,18,19,37
10451,T909,62,42,104
10452,T910,5,0,5
10453,T911,43,25,68
10454,T912,18,18,36
10455,T913,59,21,80
10456,T914,1,2,3
10457,T915,3,1,4
10458,T918,54,39,93
10459,T919,25,15,40
10460,T920,38,29,67
10461,T921,66,107,173
10462,T922,61,68,129
10463,T923,37,20,57
10464,T924,10,3,13
10465,T925,45,25,70
10466,T926,13,9,22
10467,T928,33,18,51
10468,T929,38,26,64
10469,T930,25,20,45
10470,T931,35,20,55
10471,T932,130,114,244
10472,T933,115,79,194
10473,T934,2,0,2
10474,T935,15,15,30
10475,T936,3,4,7
10476,T938,56,43,99
10477,T939,47,38,85
10478,T940,4,4,8
10479,T941,45,21,66
10480,T950,2,3,5
10481,T951,5,4,9
10482,T952,18,2,20
10483,T953,7,3,10
10484,T958,3,3,6
10485,T959,2,1,3
10486,T96,6,1,7
10487,T962,25,31,56
10488,T963,1,0,1
10489,T968,2,4,6
10490,T97,3,2,5
10491,T978,1,0,1
10492,T980,0,3,3
10493,T981,13,15,28
10494,T982,2,3,5
10495,T983,29,39,68
10496,U049,1,0,1
10497,U051,222,183,405
10498,U052,42,31,73
10499,U054,5,3,8
10500,U055,7,18,25
10501,U062,1,0,1
10502,U071,15,10,25
10503,U073,2,1,3
10504,U081,16,16,32
10505,U082,4,4,8
10506,U085,0,1,1
10507,U091,6,3,9
10508,U092,3,0,3
10509,U093,1,0,1
10510,U101,1,5,6
10511,U102,3,2,5
10512,U103,2,3,5
